;AverageFare;Ref
2069;172;8 12 2 2012
2070;172;8 12 3 2012
2071;172;8 12 4 2012
2072;172;8 12 1 2013
2073;172;8 12 2 2013
2074;256;8 12 3 2013
2075;256;8 12 4 2013
2076;320;8 13 1 2011
2077;320;8 13 2 2011
2078;320;8 13 3 2011
2079;320;8 13 4 2011
2080;172;8 13 1 2012
2081;172;8 13 2 2012
2082;172;8 13 3 2012
2083;172;8 13 4 2012
2084;172;8 13 1 2013
2085;172;8 13 2 2013
2086;320;8 13 3 2013
2087;320;8 13 4 2013
2088;162;8 14 1 2011
2089;162;8 14 2 2011
2090;162;8 14 3 2011
2091;162;8 14 4 2011
2092;172;8 14 1 2012
2093;172;8 14 2 2012
2094;172;8 14 3 2012
2095;172;8 14 4 2012
2096;172;8 14 1 2013
2097;172;8 14 2 2013
2098;162;8 14 3 2013
2099;162;8 14 4 2013
2100;194;8 15 1 2011
2101;194;8 15 2 2011
2102;194;8 15 3 2011
2103;194;8 15 4 2011
2104;172;8 15 1 2012
2105;172;8 15 2 2012
2106;172;8 15 3 2012
2107;172;8 15 4 2012
2108;172;8 15 1 2013
2109;172;8 15 2 2013
2110;194;8 15 3 2013
2111;194;8 15 4 2013
2112;196;8 16 1 2011
2113;196;8 16 2 2011
2114;196;8 16 3 2011
2115;196;8 16 4 2011
2116;172;8 16 1 2012
2117;172;8 16 2 2012
2118;172;8 16 3 2012
2119;172;8 16 4 2012
2120;172;8 16 1 2013
2121;172;8 16 2 2013
2122;196;8 16 3 2013
2123;196;8 16 4 2013
2124;234;8 17 1 2011
2125;234;8 17 2 2011
2126;234;8 17 3 2011
2127;234;8 17 4 2011
2128;172;8 17 1 2012
2129;172;8 17 2 2012
2130;172;8 17 3 2012
2131;172;8 17 4 2012
2132;172;8 17 1 2013
2133;172;8 17 2 2013
2134;234;8 17 3 2013
2135;234;8 17 4 2013
2136;257;8 18 1 2011
2137;257;8 18 2 2011
2138;257;8 18 3 2011
2139;257;8 18 4 2011
2140;172;8 18 1 2012
2141;172;8 18 2 2012
2142;172;8 18 3 2012
2143;172;8 18 4 2012
2144;172;8 18 1 2013
2145;172;8 18 2 2013
2146;257;8 18 3 2013
2147;257;8 18 4 2013
2148;258;8 19 1 2011
2149;258;8 19 2 2011
2150;258;8 19 3 2011
2151;258;8 19 4 2011
2152;172;8 19 1 2012
2153;172;8 19 2 2012
2154;172;8 19 3 2012
2155;172;8 19 4 2012
2156;172;8 19 1 2013
2157;172;8 19 2 2013
2158;258;8 19 3 2013
2159;258;8 19 4 2013
2160;219;9 0 1 2011
2161;219;9 0 2 2011
2162;219;9 0 3 2011
2163;219;9 0 4 2011
2164;172;9 0 1 2012
2165;172;9 0 2 2012
2166;172;9 0 3 2012
2167;172;9 0 4 2012
2168;172;9 0 1 2013
2169;172;9 0 2 2013
2170;219;9 0 3 2013
2171;219;9 0 4 2013
2172;236;9 1 1 2011
2173;236;9 1 2 2011
2174;236;9 1 3 2011
2175;236;9 1 4 2011
2176;172;9 1 1 2012
2177;172;9 1 2 2012
2178;172;9 1 3 2012
2179;172;9 1 4 2012
2180;172;9 1 1 2013
2181;172;9 1 2 2013
2182;236;9 1 3 2013
2183;236;9 1 4 2013
2184;122;9 2 1 2011
2185;122;9 2 2 2011
2186;122;9 2 3 2011
2187;122;9 2 4 2011
2188;172;9 2 1 2012
2189;172;9 2 2 2012
2190;172;9 2 3 2012
2191;172;9 2 4 2012
2192;172;9 2 1 2013
2193;172;9 2 2 2013
2194;122;9 2 3 2013
2195;122;9 2 4 2013
2196;225;9 3 1 2011
2197;225;9 3 2 2011
2198;225;9 3 3 2011
2199;225;9 3 4 2011
2200;172;9 3 1 2012
2201;172;9 3 2 2012
2202;172;9 3 3 2012
2203;172;9 3 4 2012
2204;172;9 3 1 2013
2205;172;9 3 2 2013
2206;225;9 3 3 2013
2207;225;9 3 4 2013
2208;132;9 4 1 2011
2209;132;9 4 2 2011
2210;132;9 4 3 2011
2211;132;9 4 4 2011
2212;172;9 4 1 2012
2213;172;9 4 2 2012
2214;172;9 4 3 2012
2215;172;9 4 4 2012
2216;172;9 4 1 2013
2217;172;9 4 2 2013
2218;132;9 4 3 2013
2219;132;9 4 4 2013
2220;239;9 5 1 2011
2221;239;9 5 2 2011
2222;239;9 5 3 2011
2223;239;9 5 4 2011
2224;172;9 5 1 2012
2225;172;9 5 2 2012
2226;172;9 5 3 2012
2227;172;9 5 4 2012
2228;172;9 5 1 2013
2229;172;9 5 2 2013
2230;239;9 5 3 2013
2231;239;9 5 4 2013
2232;174;9 6 1 2011
2233;174;9 6 2 2011
2234;174;9 6 3 2011
2235;174;9 6 4 2011
2236;172;9 6 1 2012
2237;172;9 6 2 2012
2238;172;9 6 3 2012
2239;172;9 6 4 2012
2240;172;9 6 1 2013
2241;172;9 6 2 2013
2242;174;9 6 3 2013
2243;174;9 6 4 2013
2244;304;9 7 1 2011
2245;304;9 7 2 2011
2246;304;9 7 3 2011
2247;304;9 7 4 2011
2248;172;9 7 1 2012
2249;172;9 7 2 2012
2250;172;9 7 3 2012
2251;172;9 7 4 2012
2252;172;9 7 1 2013
2253;172;9 7 2 2013
2254;304;9 7 3 2013
2255;304;9 7 4 2013
2256;110;9 8 1 2011
2257;110;9 8 2 2011
2258;110;9 8 3 2011
2259;110;9 8 4 2011
2260;172;9 8 1 2012
2261;172;9 8 2 2012
2262;172;9 8 3 2012
2263;172;9 8 4 2012
2264;172;9 8 1 2013
2265;172;9 8 2 2013
2266;110;9 8 3 2013
2267;110;9 8 4 2013
2268;0;9 9 1 2011
2269;0;9 9 2 2011
2270;0;9 9 3 2011
2271;0;9 9 4 2011
2272;0;9 9 1 2012
2273;0;9 9 2 2012
2274;0;9 9 3 2012
2275;0;9 9 4 2012
2276;0;9 9 1 2013
2277;0;9 9 2 2013
2278;0;9 9 3 2013
2279;0;9 9 4 2013
2280;264;9 10 1 2011
2281;264;9 10 2 2011
2282;264;9 10 3 2011
2283;264;9 10 4 2011
2284;172;9 10 1 2012
2285;172;9 10 2 2012
2286;172;9 10 3 2012
2287;172;9 10 4 2012
2288;172;9 10 1 2013
2289;172;9 10 2 2013
2290;264;9 10 3 2013
2291;264;9 10 4 2013
2292;277;9 11 1 2011
2293;277;9 11 2 2011
2294;277;9 11 3 2011
2295;277;9 11 4 2011
2296;172;9 11 1 2012
2297;172;9 11 2 2012
2298;172;9 11 3 2012
2299;172;9 11 4 2012
2300;172;9 11 1 2013
2301;172;9 11 2 2013
2302;277;9 11 3 2013
2303;277;9 11 4 2013
2304;245;9 12 1 2011
2305;245;9 12 2 2011
2306;245;9 12 3 2011
2307;245;9 12 4 2011
2308;172;9 12 1 2012
2309;172;9 12 2 2012
2310;172;9 12 3 2012
2311;172;9 12 4 2012
2312;172;9 12 1 2013
2313;172;9 12 2 2013
2314;245;9 12 3 2013
2315;245;9 12 4 2013
2316;265;9 13 1 2011
2317;265;9 13 2 2011
2318;265;9 13 3 2011
2319;265;9 13 4 2011
2320;172;9 13 1 2012
2321;172;9 13 2 2012
2322;172;9 13 3 2012
2323;172;9 13 4 2012
2324;172;9 13 1 2013
2325;172;9 13 2 2013
2326;265;9 13 3 2013
2327;265;9 13 4 2013
2328;197;9 14 1 2011
2329;197;9 14 2 2011
2330;197;9 14 3 2011
2331;197;9 14 4 2011
2332;172;9 14 1 2012
2333;172;9 14 2 2012
2334;172;9 14 3 2012
2335;172;9 14 4 2012
2336;172;9 14 1 2013
2337;172;9 14 2 2013
2338;197;9 14 3 2013
2339;197;9 14 4 2013
2340;201;9 15 1 2011
2341;201;9 15 2 2011
2342;201;9 15 3 2011
2343;201;9 15 4 2011
2344;172;9 15 1 2012
2345;172;9 15 2 2012
2346;172;9 15 3 2012
2347;172;9 15 4 2012
2348;172;9 15 1 2013
2349;172;9 15 2 2013
2350;201;9 15 3 2013
2351;201;9 15 4 2013
2352;239;9 16 1 2011
2353;239;9 16 2 2011
2354;239;9 16 3 2011
2355;239;9 16 4 2011
2356;172;9 16 1 2012
2357;172;9 16 2 2012
2358;172;9 16 3 2012
2359;172;9 16 4 2012
2360;172;9 16 1 2013
2361;172;9 16 2 2013
2362;239;9 16 3 2013
2363;239;9 16 4 2013
2364;258;9 17 1 2011
2365;258;9 17 2 2011
2366;258;9 17 3 2011
2367;258;9 17 4 2011
2368;172;9 17 1 2012
2369;172;9 17 2 2012
2370;172;9 17 3 2012
2371;172;9 17 4 2012
2372;172;9 17 1 2013
2373;172;9 17 2 2013
2374;258;9 17 3 2013
2375;258;9 17 4 2013
2376;236;9 18 1 2011
2377;236;9 18 2 2011
2378;236;9 18 3 2011
2379;236;9 18 4 2011
2380;172;9 18 1 2012
2381;172;9 18 2 2012
2382;172;9 18 3 2012
2383;172;9 18 4 2012
2384;172;9 18 1 2013
2385;172;9 18 2 2013
2386;236;9 18 3 2013
2387;236;9 18 4 2013
2388;240;9 19 1 2011
2389;240;9 19 2 2011
2390;240;9 19 3 2011
2391;240;9 19 4 2011
2392;172;9 19 1 2012
2393;172;9 19 2 2012
2394;172;9 19 3 2012
2395;172;9 19 4 2012
2396;172;9 19 1 2013
2397;172;9 19 2 2013
2398;240;9 19 3 2013
2399;240;9 19 4 2013
2400;209;10 0 1 2011
2401;209;10 0 2 2011
2402;209;10 0 3 2011
2403;209;10 0 4 2011
2404;172;10 0 1 2012
2405;172;10 0 2 2012
2406;172;10 0 3 2012
2407;172;10 0 4 2012
2408;172;10 0 1 2013
2409;172;10 0 2 2013
2410;209;10 0 3 2013
2411;209;10 0 4 2013
2412;277;10 1 1 2011
2413;277;10 1 2 2011
2414;277;10 1 3 2011
2415;277;10 1 4 2011
2416;172;10 1 1 2012
2417;172;10 1 2 2012
2418;172;10 1 3 2012
2419;172;10 1 4 2012
2420;172;10 1 1 2013
2421;172;10 1 2 2013
2422;277;10 1 3 2013
2423;277;10 1 4 2013
2424;304;10 2 1 2011
2425;304;10 2 2 2011
2426;304;10 2 3 2011
2427;304;10 2 4 2011
2428;172;10 2 1 2012
2429;172;10 2 2 2012
2430;172;10 2 3 2012
2431;172;10 2 4 2012
2432;172;10 2 1 2013
2433;172;10 2 2 2013
2434;304;10 2 3 2013
2435;304;10 2 4 2013
2436;146;10 3 1 2011
2437;146;10 3 2 2011
2438;146;10 3 3 2011
2439;146;10 3 4 2011
2440;172;10 3 1 2012
2441;172;10 3 2 2012
2442;172;10 3 3 2012
2443;172;10 3 4 2012
2444;172;10 3 1 2013
2445;172;10 3 2 2013
2446;146;10 3 3 2013
2447;146;10 3 4 2013
2448;226;10 4 1 2011
2449;226;10 4 2 2011
2450;226;10 4 3 2011
2451;226;10 4 4 2011
2452;172;10 4 1 2012
2453;172;10 4 2 2012
2454;172;10 4 3 2012
2455;172;10 4 4 2012
2456;172;10 4 1 2013
2457;172;10 4 2 2013
2458;226;10 4 3 2013
2459;226;10 4 4 2013
2460;236;10 5 1 2011
2461;236;10 5 2 2011
2462;236;10 5 3 2011
2463;236;10 5 4 2011
2464;172;10 5 1 2012
2465;172;10 5 2 2012
2466;172;10 5 3 2012
2467;172;10 5 4 2012
2468;172;10 5 1 2013
2469;172;10 5 2 2013
2470;236;10 5 3 2013
2471;236;10 5 4 2013
2472;356;10 6 1 2011
2473;356;10 6 2 2011
2474;356;10 6 3 2011
2475;356;10 6 4 2011
2476;172;10 6 1 2012
2477;172;10 6 2 2012
2478;172;10 6 3 2012
2479;172;10 6 4 2012
2480;172;10 6 1 2013
2481;172;10 6 2 2013
2482;356;10 6 3 2013
2483;356;10 6 4 2013
2484;340;10 7 1 2011
2485;340;10 7 2 2011
2486;340;10 7 3 2011
2487;340;10 7 4 2011
2488;172;10 7 1 2012
2489;172;10 7 2 2012
2490;172;10 7 3 2012
2491;172;10 7 4 2012
2492;172;10 7 1 2013
2493;172;10 7 2 2013
2494;340;10 7 3 2013
2495;340;10 7 4 2013
2496;238;10 8 1 2011
2497;238;10 8 2 2011
2498;238;10 8 3 2011
2499;238;10 8 4 2011
2500;172;10 8 1 2012
2501;172;10 8 2 2012
2502;172;10 8 3 2012
2503;172;10 8 4 2012
2504;172;10 8 1 2013
2505;172;10 8 2 2013
2506;238;10 8 3 2013
2507;238;10 8 4 2013
2508;262;10 9 1 2011
2509;262;10 9 2 2011
2510;262;10 9 3 2011
2511;262;10 9 4 2011
2512;172;10 9 1 2012
2513;172;10 9 2 2012
2514;172;10 9 3 2012
2515;172;10 9 4 2012
2516;172;10 9 1 2013
2517;172;10 9 2 2013
2518;262;10 9 3 2013
2519;262;10 9 4 2013
2520;0;10 10 1 201
2521;0;10 10 2 201
2522;0;10 10 3 201
2523;0;10 10 4 201
2524;0;10 10 1 201
2525;0;10 10 2 201
2526;0;10 10 3 201
2527;0;10 10 4 201
2528;0;10 10 1 201
2529;0;10 10 2 201
2530;0;10 10 3 201
2531;0;10 10 4 201
2532;252;10 11 1 201
2533;252;10 11 2 201
2534;252;10 11 3 201
2535;252;10 11 4 201
2536;172;10 11 1 201
2537;172;10 11 2 201
2538;172;10 11 3 201
2539;172;10 11 4 201
2540;172;10 11 1 201
2541;172;10 11 2 201
2542;252;10 11 3 201
2543;252;10 11 4 201
2544;223;10 12 1 201
2545;223;10 12 2 201
2546;223;10 12 3 201
2547;223;10 12 4 201
2548;172;10 12 1 201
2549;172;10 12 2 201
2550;172;10 12 3 201
2551;172;10 12 4 201
2552;172;10 12 1 201
2553;172;10 12 2 201
2554;223;10 12 3 201
2555;223;10 12 4 201
2556;343;10 13 1 201
2557;343;10 13 2 201
2558;343;10 13 3 201
2559;343;10 13 4 201
2560;172;10 13 1 201
2561;172;10 13 2 201
2562;172;10 13 3 201
2563;172;10 13 4 201
2564;172;10 13 1 201
2565;172;10 13 2 201
2566;343;10 13 3 201
2567;343;10 13 4 201
2568;269;10 14 1 201
2569;269;10 14 2 201
2570;269;10 14 3 201
2571;269;10 14 4 201
2572;172;10 14 1 201
2573;172;10 14 2 201
2574;172;10 14 3 201
2575;172;10 14 4 201
2576;172;10 14 1 201
2577;172;10 14 2 201
2578;269;10 14 3 201
2579;269;10 14 4 201
2580;359;10 15 1 201
2581;359;10 15 2 201
2582;359;10 15 3 201
2583;359;10 15 4 201
2584;172;10 15 1 201
2585;172;10 15 2 201
2586;172;10 15 3 201
2587;172;10 15 4 201
2588;172;10 15 1 201
2589;172;10 15 2 201
2590;359;10 15 3 201
2591;359;10 15 4 201
2592;313;10 16 1 201
2593;313;10 16 2 201
2594;313;10 16 3 201
2595;313;10 16 4 201
2596;172;10 16 1 201
2597;172;10 16 2 201
2598;172;10 16 3 201
2599;172;10 16 4 201
2600;172;10 16 1 201
2601;172;10 16 2 201
2602;313;10 16 3 201
2603;313;10 16 4 201
2604;248;10 17 1 201
2605;248;10 17 2 201
2606;248;10 17 3 201
2607;248;10 17 4 201
2608;172;10 17 1 201
2609;172;10 17 2 201
2610;172;10 17 3 201
2611;172;10 17 4 201
2612;172;10 17 1 201
2613;172;10 17 2 201
2614;248;10 17 3 201
2615;248;10 17 4 201
2616;337;10 18 1 201
2617;337;10 18 2 201
2618;337;10 18 3 201
2619;337;10 18 4 201
2620;172;10 18 1 201
2621;172;10 18 2 201
2622;172;10 18 3 201
2623;172;10 18 4 201
2624;172;10 18 1 201
2625;172;10 18 2 201
2626;337;10 18 3 201
2627;337;10 18 4 201
2628;325;10 19 1 201
2629;325;10 19 2 201
2630;325;10 19 3 201
2631;325;10 19 4 201
2632;172;10 19 1 201
2633;172;10 19 2 201
2634;172;10 19 3 201
2635;172;10 19 4 201
2636;172;10 19 1 201
2637;172;10 19 2 201
2638;325;10 19 3 201
2639;325;10 19 4 201
2640;168;11 0 1 2011
2641;168;11 0 2 2011
2642;168;11 0 3 2011
2643;168;11 0 4 2011
2644;172;11 0 1 2012
2645;172;11 0 2 2012
2646;172;11 0 3 2012
2647;172;11 0 4 2012
2648;172;11 0 1 2013
2649;172;11 0 2 2013
2650;168;11 0 3 2013
2651;168;11 0 4 2013
2652;236;11 1 1 2011
2653;236;11 1 2 2011
2654;236;11 1 3 2011
2655;236;11 1 4 2011
2656;172;11 1 1 2012
2657;172;11 1 2 2012
2658;172;11 1 3 2012
2659;172;11 1 4 2012
2660;172;11 1 1 2013
2661;172;11 1 2 2013
2662;236;11 1 3 2013
2663;236;11 1 4 2013
2664;314;11 2 1 2011
2665;314;11 2 2 2011
2666;314;11 2 3 2011
2667;314;11 2 4 2011
2668;172;11 2 1 2012
2669;172;11 2 2 2012
2670;172;11 2 3 2012
2671;172;11 2 4 2012
2672;172;11 2 1 2013
2673;172;11 2 2 2013
2674;314;11 2 3 2013
2675;314;11 2 4 2013
2676;262;11 3 1 2011
2677;262;11 3 2 2011
2678;262;11 3 3 2011
2679;262;11 3 4 2011
2680;172;11 3 1 2012
2681;172;11 3 2 2012
2682;172;11 3 3 2012
2683;172;11 3 4 2012
2684;172;11 3 1 2013
2685;172;11 3 2 2013
2686;262;11 3 3 2013
2687;262;11 3 4 2013
2688;246;11 4 1 2011
2689;246;11 4 2 2011
2690;246;11 4 3 2011
2691;246;11 4 4 2011
2692;172;11 4 1 2012
2693;172;11 4 2 2012
2694;172;11 4 3 2012
2695;172;11 4 4 2012
2696;172;11 4 1 2013
2697;172;11 4 2 2013
2698;246;11 4 3 2013
2699;246;11 4 4 2013
2700;191;11 5 1 2011
2701;191;11 5 2 2011
2702;191;11 5 3 2011
2703;191;11 5 4 2011
2704;172;11 5 1 2012
2705;172;11 5 2 2012
2706;172;11 5 3 2012
2707;172;11 5 4 2012
2708;172;11 5 1 2013
2709;172;11 5 2 2013
2710;191;11 5 3 2013
2711;191;11 5 4 2013
2712;311;11 6 1 2011
2713;311;11 6 2 2011
2714;311;11 6 3 2011
2715;311;11 6 4 2011
2716;172;11 6 1 2012
2717;172;11 6 2 2012
2718;172;11 6 3 2012
2719;172;11 6 4 2012
2720;172;11 6 1 2013
2721;172;11 6 2 2013
2722;311;11 6 3 2013
2723;311;11 6 4 2013
2724;248;11 7 1 2011
2725;248;11 7 2 2011
2726;248;11 7 3 2011
2727;248;11 7 4 2011
2728;172;11 7 1 2012
2729;172;11 7 2 2012
2730;172;11 7 3 2012
2731;172;11 7 4 2012
2732;172;11 7 1 2013
2733;172;11 7 2 2013
2734;248;11 7 3 2013
2735;248;11 7 4 2013
2736;323;11 8 1 2011
2737;323;11 8 2 2011
2738;323;11 8 3 2011
2739;323;11 8 4 2011
2740;172;11 8 1 2012
2741;172;11 8 2 2012
2742;172;11 8 3 2012
2743;172;11 8 4 2012
2744;172;11 8 1 2013
2745;172;11 8 2 2013
2746;323;11 8 3 2013
2747;323;11 8 4 2013
2748;283;11 9 1 2011
2749;283;11 9 2 2011
2750;283;11 9 3 2011
2751;283;11 9 4 2011
2752;172;11 9 1 2012
2753;172;11 9 2 2012
2754;172;11 9 3 2012
2755;172;11 9 4 2012
2756;172;11 9 1 2013
2757;172;11 9 2 2013
2758;283;11 9 3 2013
2759;283;11 9 4 2013
2760;256;11 10 1 201
2761;256;11 10 2 201
2762;256;11 10 3 201
2763;256;11 10 4 201
2764;172;11 10 1 201
2765;172;11 10 2 201
2766;172;11 10 3 201
2767;172;11 10 4 201
2768;172;11 10 1 201
2769;172;11 10 2 201
2770;256;11 10 3 201
2771;256;11 10 4 201
2772;0;11 11 1 201
2773;0;11 11 2 201
2774;0;11 11 3 201
2775;0;11 11 4 201
2776;0;11 11 1 201
2777;0;11 11 2 201
2778;0;11 11 3 201
2779;0;11 11 4 201
2780;0;11 11 1 201
2781;0;11 11 2 201
2782;0;11 11 3 201
2783;0;11 11 4 201
2784;140;11 12 1 201
2785;140;11 12 2 201
2786;140;11 12 3 201
2787;140;11 12 4 201
2788;172;11 12 1 201
2789;172;11 12 2 201
2790;172;11 12 3 201
2791;172;11 12 4 201
2792;172;11 12 1 201
2793;172;11 12 2 201
2794;140;11 12 3 201
2795;140;11 12 4 201
2796;214;11 13 1 201
2797;214;11 13 2 201
2798;214;11 13 3 201
2799;214;11 13 4 201
2800;172;11 13 1 201
2801;172;11 13 2 201
2802;172;11 13 3 201
2803;172;11 13 4 201
2804;172;11 13 1 201
2805;172;11 13 2 201
2806;214;11 13 3 201
2807;214;11 13 4 201
2808;325;11 14 1 201
2809;325;11 14 2 201
2810;325;11 14 3 201
2811;325;11 14 4 201
2812;172;11 14 1 201
2813;172;11 14 2 201
2814;172;11 14 3 201
2815;172;11 14 4 201
2816;172;11 14 1 201
2817;172;11 14 2 201
2818;325;11 14 3 201
2819;325;11 14 4 201
2820;265;11 15 1 201
2821;265;11 15 2 201
2822;265;11 15 3 201
2823;265;11 15 4 201
2824;172;11 15 1 201
2825;172;11 15 2 201
2826;172;11 15 3 201
2827;172;11 15 4 201
2828;172;11 15 1 201
2829;172;11 15 2 201
2830;265;11 15 3 201
2831;265;11 15 4 201
2832;191;11 16 1 201
2833;191;11 16 2 201
2834;191;11 16 3 201
2835;191;11 16 4 201
2836;172;11 16 1 201
2837;172;11 16 2 201
2838;172;11 16 3 201
2839;172;11 16 4 201
2840;172;11 16 1 201
2841;172;11 16 2 201
2842;191;11 16 3 201
2843;191;11 16 4 201
2844;204;11 17 1 201
2845;204;11 17 2 201
2846;204;11 17 3 201
2847;204;11 17 4 201
2848;172;11 17 1 201
2849;172;11 17 2 201
2850;172;11 17 3 201
2851;172;11 17 4 201
2852;172;11 17 1 201
2853;172;11 17 2 201
2854;204;11 17 3 201
2855;204;11 17 4 201
2856;220;11 18 1 201
2857;220;11 18 2 201
2858;220;11 18 3 201
2859;220;11 18 4 201
2860;172;11 18 1 201
2861;172;11 18 2 201
2862;172;11 18 3 201
2863;172;11 18 4 201
2864;172;11 18 1 201
2865;172;11 18 2 201
2866;220;11 18 3 201
2867;220;11 18 4 201
2868;189;11 19 1 201
2869;189;11 19 2 201
2870;189;11 19 3 201
2871;189;11 19 4 201
2872;172;11 19 1 201
2873;172;11 19 2 201
2874;172;11 19 3 201
2875;172;11 19 4 201
2876;172;11 19 1 201
2877;172;11 19 2 201
2878;189;11 19 3 201
2879;189;11 19 4 201
2880;153;12 0 1 2011
2881;153;12 0 2 2011
2882;153;12 0 3 2011
2883;153;12 0 4 2011
2884;172;12 0 1 2012
2885;172;12 0 2 2012
2886;172;12 0 3 2012
2887;172;12 0 4 2012
2888;172;12 0 1 2013
2889;172;12 0 2 2013
2890;153;12 0 3 2013
2891;153;12 0 4 2013
2892;176;12 1 1 2011
2893;176;12 1 2 2011
2894;176;12 1 3 2011
2895;176;12 1 4 2011
2896;172;12 1 1 2012
2897;172;12 1 2 2012
2898;172;12 1 3 2012
2899;172;12 1 4 2012
2900;172;12 1 1 2013
2901;172;12 1 2 2013
2902;176;12 1 3 2013
2903;176;12 1 4 2013
2904;262;12 2 1 2011
2905;262;12 2 2 2011
2906;262;12 2 3 2011
2907;262;12 2 4 2011
2908;172;12 2 1 2012
2909;172;12 2 2 2012
2910;172;12 2 3 2012
2911;172;12 2 4 2012
2912;172;12 2 1 2013
2913;172;12 2 2 2013
2914;262;12 2 3 2013
2915;262;12 2 4 2013
2916;210;12 3 1 2011
2917;210;12 3 2 2011
2918;210;12 3 3 2011
2919;210;12 3 4 2011
2920;172;12 3 1 2012
2921;172;12 3 2 2012
2922;172;12 3 3 2012
2923;172;12 3 4 2012
2924;172;12 3 1 2013
2925;172;12 3 2 2013
2926;210;12 3 3 2013
2927;210;12 3 4 2013
2928;212;12 4 1 2011
2929;212;12 4 2 2011
2930;212;12 4 3 2011
2931;212;12 4 4 2011
2932;172;12 4 1 2012
2933;172;12 4 2 2012
2934;172;12 4 3 2012
2935;172;12 4 4 2012
2936;172;12 4 1 2013
2937;172;12 4 2 2013
2938;212;12 4 3 2013
2939;212;12 4 4 2013
2940;160;12 5 1 2011
2941;160;12 5 2 2011
2942;160;12 5 3 2011
2943;160;12 5 4 2011
2944;172;12 5 1 2012
2945;172;12 5 2 2012
2946;172;12 5 3 2012
2947;172;12 5 4 2012
2948;172;12 5 1 2013
2949;172;12 5 2 2013
2950;160;12 5 3 2013
2951;160;12 5 4 2013
2952;288;12 6 1 2011
2953;288;12 6 2 2011
2954;288;12 6 3 2011
2955;288;12 6 4 2011
2956;172;12 6 1 2012
2957;172;12 6 2 2012
2958;172;12 6 3 2012
2959;172;12 6 4 2012
2960;172;12 6 1 2013
2961;172;12 6 2 2013
2962;288;12 6 3 2013
2963;288;12 6 4 2013
2964;168;12 7 1 2011
2965;168;12 7 2 2011
2966;168;12 7 3 2011
2967;168;12 7 4 2011
2968;172;12 7 1 2012
2969;172;12 7 2 2012
2970;172;12 7 3 2012
2971;172;12 7 4 2012
2972;172;12 7 1 2013
2973;172;12 7 2 2013
2974;168;12 7 3 2013
2975;168;12 7 4 2013
2976;253;12 8 1 2011
2977;253;12 8 2 2011
2978;253;12 8 3 2011
2979;253;12 8 4 2011
2980;172;12 8 1 2012
2981;172;12 8 2 2012
2982;172;12 8 3 2012
2983;172;12 8 4 2012
2984;172;12 8 1 2013
2985;172;12 8 2 2013
2986;253;12 8 3 2013
2987;253;12 8 4 2013
2988;247;12 9 1 2011
2989;247;12 9 2 2011
2990;247;12 9 3 2011
2991;247;12 9 4 2011
2992;172;12 9 1 2012
2993;172;12 9 2 2012
2994;172;12 9 3 2012
2995;172;12 9 4 2012
2996;172;12 9 1 2013
2997;172;12 9 2 2013
2998;247;12 9 3 2013
2999;247;12 9 4 2013
3000;228;12 10 1 201
3001;228;12 10 2 201
3002;228;12 10 3 201
3003;228;12 10 4 201
3004;172;12 10 1 201
3005;172;12 10 2 201
3006;172;12 10 3 201
3007;172;12 10 4 201
3008;172;12 10 1 201
3009;172;12 10 2 201
3010;228;12 10 3 201
3011;228;12 10 4 201
3012;139;12 11 1 201
3013;139;12 11 2 201
3014;139;12 11 3 201
3015;139;12 11 4 201
3016;172;12 11 1 201
3017;172;12 11 2 201
3018;172;12 11 3 201
3019;172;12 11 4 201
3020;172;12 11 1 201
3021;172;12 11 2 201
3022;139;12 11 3 201
3023;139;12 11 4 201
3024;0;12 12 1 201
3025;0;12 12 2 201
3026;0;12 12 3 201
3027;0;12 12 4 201
3028;0;12 12 1 201
3029;0;12 12 2 201
3030;0;12 12 3 201
3031;0;12 12 4 201
3032;0;12 12 1 201
3033;0;12 12 2 201
3034;0;12 12 3 201
3035;0;12 12 4 201
3036;176;12 13 1 201
3037;176;12 13 2 201
3038;176;12 13 3 201
3039;176;12 13 4 201
